common_name,species,unit_name,park,es,season,climate_trend
Chestnut-collared Longspur,CCLO,Badlands National Park,BADL,85,Summer,W
Chihuahuan Raven,CHRA,Badlands National Park,BADL,26,Summer,C
Chihuahuan Raven,CHRA,Badlands National Park,BADL,85,Summer,C
Cliff Swallow,CLSW,Badlands National Park,BADL,26,Summer,W
Cliff Swallow,CLSW,Badlands National Park,BADL,85,Summer,S
Common Grackle,COGR,Badlands National Park,BADL,26,Summer,I
Common Grackle,COGR,Badlands National Park,BADL,85,Summer,I
Common Nighthawk,CONI,Badlands National Park,BADL,26,Summer,I
Common Nighthawk,CONI,Badlands National Park,BADL,85,Summer,I
Dickcissel,DICK,Badlands National Park,BADL,26,Summer,I
Dickcissel,DICK,Badlands National Park,BADL,85,Summer,I
Eastern Kingbird,EAKI,Badlands National Park,BADL,26,Summer,W
Eastern Kingbird,EAKI,Badlands National Park,BADL,85,Summer,W
Eastern Meadowlark,EAME,Badlands National Park,BADL,85,Summer,C
European Starling,EUST,Badlands National Park,BADL,26,Summer,E
European Starling,EUST,Badlands National Park,BADL,85,Summer,E
Ferruginous Hawk,FEHA,Badlands National Park,BADL,26,Summer,I
Ferruginous Hawk,FEHA,Badlands National Park,BADL,85,Summer,S
Gadwall,GADW,Badlands National Park,BADL,26,Summer,W
Gadwall,GADW,Badlands National Park,BADL,85,Summer,E
Great Crested Flycatcher,GCFL,Badlands National Park,BADL,85,Summer,I
Gilded Flicker,GIFL,Badlands National Park,BADL,85,Summer,C
Gray Partridge,GRAP,Badlands National Park,BADL,26,Summer,E
Gray Partridge,GRAP,Badlands National Park,BADL,85,Summer,E
Grasshopper Sparrow,GRSP,Badlands National Park,BADL,26,Summer,I
Grasshopper Sparrow,GRSP,Badlands National Park,BADL,85,Summer,S
Horned Lark,HOLA,Badlands National Park,BADL,26,Summer,S
Horned Lark,HOLA,Badlands National Park,BADL,85,Summer,W
House Wren,HOWR,Badlands National Park,BADL,26,Summer,S
House Wren,HOWR,Badlands National Park,BADL,85,Summer,W
Killdeer,KILL,Badlands National Park,BADL,26,Summer,I
Killdeer,KILL,Badlands National Park,BADL,85,Summer,S
Lark Bunting,LARB,Badlands National Park,BADL,26,Summer,W
Lark Bunting,LARB,Badlands National Park,BADL,85,Summer,W
Lark Sparrow,LASP,Badlands National Park,BADL,26,Summer,S
Lark Sparrow,LASP,Badlands National Park,BADL,85,Summer,I
Lazuli Bunting,LAZB,Badlands National Park,BADL,26,Summer,E
Lazuli Bunting,LAZB,Badlands National Park,BADL,85,Summer,E
Long-billed Curlew,LBCU,Badlands National Park,BADL,26,Summer,W
Long-billed Curlew,LBCU,Badlands National Park,BADL,85,Summer,W
Loggerhead Shrike,LOSH,Badlands National Park,BADL,26,Summer,W
Loggerhead Shrike,LOSH,Badlands National Park,BADL,85,Summer,W
Mallard,MALL,Badlands National Park,BADL,26,Summer,W
Mallard,MALL,Badlands National Park,BADL,85,Summer,W
Mississippi Kite,MIKI,Badlands National Park,BADL,85,Summer,C
Mourning Dove,MODO,Badlands National Park,BADL,26,Summer,S
Mourning Dove,MODO,Badlands National Park,BADL,85,Summer,S
Northern Bobwhite,NOBO,Badlands National Park,BADL,26,Summer,C
Northern Bobwhite,NOBO,Badlands National Park,BADL,85,Summer,C
Northern Cardinal,NOCA,Badlands National Park,BADL,85,Summer,C
Northern Flicker,NOFL,Badlands National Park,BADL,26,Summer,E
Northern Flicker,NOFL,Badlands National Park,BADL,85,Summer,E
Northern Harrier,NOHA,Badlands National Park,BADL,26,Summer,S
Northern Harrier,NOHA,Badlands National Park,BADL,85,Summer,W
Northern Mockingbird,NOMO,Badlands National Park,BADL,26,Summer,I
Northern Mockingbird,NOMO,Badlands National Park,BADL,85,Summer,I
Northern Pintail,NOPI,Badlands National Park,BADL,26,Summer,W
Northern Pintail,NOPI,Badlands National Park,BADL,85,Summer,E
Northern Rough-winged Swallow,NRWS,Badlands National Park,BADL,26,Summer,I
Northern Rough-winged Swallow,NRWS,Badlands National Park,BADL,85,Summer,I
Northern Shoveler,NSHO,Badlands National Park,BADL,26,Summer,W
Northern Shoveler,NSHO,Badlands National Park,BADL,85,Summer,W
Orchard Oriole,OROR,Badlands National Park,BADL,26,Summer,I
Orchard Oriole,OROR,Badlands National Park,BADL,85,Summer,S
Painted Bunting,PABU,Badlands National Park,BADL,85,Summer,C
Pygmy Nuthatch,PYNU,Badlands National Park,BADL,85,Summer,C
Redhead,REDH,Badlands National Park,BADL,26,Summer,W
Redhead,REDH,Badlands National Park,BADL,85,Summer,W
Red-headed Woodpecker,RHWO,Badlands National Park,BADL,26,Summer,I
Red-headed Woodpecker,RHWO,Badlands National Park,BADL,85,Summer,I
Ring-necked Pheasant,RNEP,Badlands National Park,BADL,26,Summer,I
Ring-necked Pheasant,RNEP,Badlands National Park,BADL,85,Summer,I
Rock Wren,ROWR,Badlands National Park,BADL,26,Summer,W
Rock Wren,ROWR,Badlands National Park,BADL,85,Summer,W
Red-tailed Hawk,RTHA,Badlands National Park,BADL,26,Summer,S
Red-tailed Hawk,RTHA,Badlands National Park,BADL,85,Summer,S
Ruddy Duck,RUDU,Badlands National Park,BADL,26,Summer,E
Ruddy Duck,RUDU,Badlands National Park,BADL,85,Summer,E
Red-winged Blackbird,RWBL,Badlands National Park,BADL,26,Summer,S
Red-winged Blackbird,RWBL,Badlands National Park,BADL,85,Summer,S
Rufous-winged Sparrow,RWSP,Badlands National Park,BADL,26,Summer,C
Say's Phoebe,SAPH,Badlands National Park,BADL,26,Summer,W
Say's Phoebe,SAPH,Badlands National Park,BADL,85,Summer,W
Scaled Quail,SCQU,Badlands National Park,BADL,26,Summer,C
Scaled Quail,SCQU,Badlands National Park,BADL,85,Summer,C
Spotted Towhee,SPTO,Badlands National Park,BADL,26,Summer,E
Spotted Towhee,SPTO,Badlands National Park,BADL,85,Summer,E
Scissor-tailed Flycatcher,STFL,Badlands National Park,BADL,85,Summer,C
Sharp-tailed Grouse,STGR,Badlands National Park,BADL,26,Summer,W
Sharp-tailed Grouse,STGR,Badlands National Park,BADL,85,Summer,W
Swainson's Hawk,SWHA,Badlands National Park,BADL,26,Summer,I
Swainson's Hawk,SWHA,Badlands National Park,BADL,85,Summer,I
Upland Sandpiper,UPSA,Badlands National Park,BADL,26,Summer,W
Upland Sandpiper,UPSA,Badlands National Park,BADL,85,Summer,W
Western Kingbird,WEKI,Badlands National Park,BADL,26,Summer,I
Western Kingbird,WEKI,Badlands National Park,BADL,85,Summer,S
Western Meadowlark,WEME,Badlands National Park,BADL,26,Summer,S
Western Meadowlark,WEME,Badlands National Park,BADL,85,Summer,W
Western Wood-Pewee,WEWP,Badlands National Park,BADL,26,Summer,E
Western Wood-Pewee,WEWP,Badlands National Park,BADL,85,Summer,E
Willet,WILL,Badlands National Park,BADL,26,Summer,E
Willet,WILL,Badlands National Park,BADL,85,Summer,E
Wilson's Phalarope,WIPH,Badlands National Park,BADL,26,Summer,W
Wilson's Phalarope,WIPH,Badlands National Park,BADL,85,Summer,W
Wilson's Snipe,WISN,Badlands National Park,BADL,26,Summer,E
Wilson's Snipe,WISN,Badlands National Park,BADL,85,Summer,E
Yellow-billed Cuckoo,YBCU,Badlands National Park,BADL,85,Summer,I
Yellow-crowned Night-Heron,YCNH,Badlands National Park,BADL,85,Summer,C
Yellow-headed Blackbird,YHBL,Badlands National Park,BADL,26,Summer,W
Yellow-headed Blackbird,YHBL,Badlands National Park,BADL,85,Summer,W
Anhinga,ANHI,Big Bend National Park,BIBE,26,Summer,S
Anhinga,ANHI,Big Bend National Park,BIBE,85,Summer,W
Anna's Hummingbird,ANHU,Big Bend National Park,BIBE,26,Summer,I
Anna's Hummingbird,ANHU,Big Bend National Park,BIBE,85,Summer,I
Ash-throated Flycatcher,ATFL,Big Bend National Park,BIBE,26,Summer,I
Ash-throated Flycatcher,ATFL,Big Bend National Park,BIBE,85,Summer,I
Black-bellied Whistling-Duck,BBWD,Big Bend National Park,BIBE,26,Summer,I
Black-bellied Whistling-Duck,BBWD,Big Bend National Park,BIBE,85,Summer,I
Brown-crested Flycatcher,BCFL,Big Bend National Park,BIBE,26,Summer,I
Brown-crested Flycatcher,BCFL,Big Bend National Park,BIBE,85,Summer,I
Black-chinned Hummingbird,BCHU,Big Bend National Park,BIBE,26,Summer,I
Black-chinned Hummingbird,BCHU,Big Bend National Park,BIBE,85,Summer,I
Black-crested Titmouse,BCTI,Big Bend National Park,BIBE,26,Summer,W
Black-crested Titmouse,BCTI,Big Bend National Park,BIBE,85,Summer,W
Bell's Vireo,BEVI,Big Bend National Park,BIBE,26,Summer,I
Bell's Vireo,BEVI,Big Bend National Park,BIBE,85,Summer,I
Bewick's Wren,BEWR,Big Bend National Park,BIBE,26,Summer,S
Bewick's Wren,BEWR,Big Bend National Park,BIBE,85,Summer,S
Brown-headed Cowbird,BHCO,Big Bend National Park,BIBE,26,Summer,I
Brown-headed Cowbird,BHCO,Big Bend National Park,BIBE,85,Summer,I
Black-headed Grosbeak,BHGR,Big Bend National Park,BIBE,26,Summer,I
Black-headed Grosbeak,BHGR,Big Bend National Park,BIBE,85,Summer,I
Blue Grosbeak,BLGR,Big Bend National Park,BIBE,26,Summer,S
Blue Grosbeak,BLGR,Big Bend National Park,BIBE,85,Summer,W
Black Phoebe,BLPH,Big Bend National Park,BIBE,26,Summer,I
Black Phoebe,BLPH,Big Bend National Park,BIBE,85,Summer,I
Black Vulture,BLVU,Big Bend National Park,BIBE,26,Summer,S
Black Vulture,BLVU,Big Bend National Park,BIBE,85,Summer,W
Bronzed Cowbird,BROC,Big Bend National Park,BIBE,26,Summer,I
Bronzed Cowbird,BROC,Big Bend National Park,BIBE,85,Summer,S
Brown Pelican,BRPE,Big Bend National Park,BIBE,26,Summer,W
Brown Pelican,BRPE,Big Bend National Park,BIBE,85,Summer,S
Bridled Titmouse,BRTI,Big Bend National Park,BIBE,85,Summer,C
Black-tailed Gnatcatcher,BTGN,Big Bend National Park,BIBE,26,Summer,I
Black-tailed Gnatcatcher,BTGN,Big Bend National Park,BIBE,85,Summer,I
Black-throated Sparrow,BTSP,Big Bend National Park,BIBE,26,Summer,S
Black-throated Sparrow,BTSP,Big Bend National Park,BIBE,85,Summer,W
Bullock's Oriole,BUOR,Big Bend National Park,BIBE,26,Summer,I
Bullock's Oriole,BUOR,Big Bend National Park,BIBE,85,Summer,I
Burrowing Owl,BUOW,Big Bend National Park,BIBE,26,Summer,S
Burrowing Owl,BUOW,Big Bend National Park,BIBE,85,Summer,S
Black-whiskered Vireo,BWVI,Big Bend National Park,BIBE,85,Summer,C
Cactus Wren,CACW,Big Bend National Park,BIBE,26,Summer,I
Cactus Wren,CACW,Big Bend National Park,BIBE,85,Summer,S
Cattle Egret,CAEG,Big Bend National Park,BIBE,26,Summer,I
Cattle Egret,CAEG,Big Bend National Park,BIBE,85,Summer,I
Cassin's Kingbird,CAKI,Big Bend National Park,BIBE,26,Summer,I
Cassin's Kingbird,CAKI,Big Bend National Park,BIBE,85,Summer,S
Canyon Towhee,CANT,Big Bend National Park,BIBE,26,Summer,S
Canyon Towhee,CANT,Big Bend National Park,BIBE,85,Summer,S
Cassin's Sparrow,CASP,Big Bend National Park,BIBE,26,Summer,W
Cassin's Sparrow,CASP,Big Bend National Park,BIBE,85,Summer,W
Cave Swallow,CASW,Big Bend National Park,BIBE,26,Summer,W
Cave Swallow,CASW,Big Bend National Park,BIBE,85,Summer,W
Curve-billed Thrasher,CBTH,Big Bend National Park,BIBE,26,Summer,I
Curve-billed Thrasher,CBTH,Big Bend National Park,BIBE,85,Summer,I
Chestnut-collared Longspur,CCLO,Big Bend National Park,BIBE,26,Summer,W
Chestnut-collared Longspur,CCLO,Big Bend National Park,BIBE,85,Summer,S
Chihuahuan Raven,CHRA,Big Bend National Park,BIBE,26,Summer,I
Chihuahuan Raven,CHRA,Big Bend National Park,BIBE,85,Summer,I
Cliff Swallow,CLSW,Big Bend National Park,BIBE,26,Summer,I
Cliff Swallow,CLSW,Big Bend National Park,BIBE,85,Summer,I
Cordilleran Flycatcher,COFL,Big Bend National Park,BIBE,26,Summer,I
Cordilleran Flycatcher,COFL,Big Bend National Park,BIBE,85,Summer,I
Common Ground-Dove,COGD,Big Bend National Park,BIBE,26,Summer,I
Common Ground-Dove,COGD,Big Bend National Park,BIBE,85,Summer,I
Costa's Hummingbird,COHU,Big Bend National Park,BIBE,26,Summer,I
Costa's Hummingbird,COHU,Big Bend National Park,BIBE,85,Summer,I
Common Nighthawk,CONI,Big Bend National Park,BIBE,26,Summer,W
Common Nighthawk,CONI,Big Bend National Park,BIBE,85,Summer,W
Crested Caracara,CRCA,Big Bend National Park,BIBE,26,Summer,I
Crested Caracara,CRCA,Big Bend National Park,BIBE,85,Summer,I
Crissal Thrasher,CRTH,Big Bend National Park,BIBE,26,Summer,I
Crissal Thrasher,CRTH,Big Bend National Park,BIBE,85,Summer,I
Gambel's Quail,GAQU,Big Bend National Park,BIBE,26,Summer,I
Gambel's Quail,GAQU,Big Bend National Park,BIBE,85,Summer,I
Golden-fronted Woodpecker,GFWO,Big Bend National Park,BIBE,26,Summer,W
Golden-fronted Woodpecker,GFWO,Big Bend National Park,BIBE,85,Summer,S
Great Kiskadee,GKIS,Big Bend National Park,BIBE,26,Summer,I
Great Kiskadee,GKIS,Big Bend National Park,BIBE,85,Summer,I
Great Egret,GREG,Big Bend National Park,BIBE,85,Summer,I
Green Jay,GREJ,Big Bend National Park,BIBE,26,Summer,C
Green Jay,GREJ,Big Bend National Park,BIBE,85,Summer,C
Gray Hawk,GRHA,Big Bend National Park,BIBE,26,Summer,I
Greater Roadrunner,GRRO,Big Bend National Park,BIBE,26,Summer,I
Greater Roadrunner,GRRO,Big Bend National Park,BIBE,85,Summer,S
Great-tailed Grackle,GTGR,Big Bend National Park,BIBE,26,Summer,I
Great-tailed Grackle,GTGR,Big Bend National Park,BIBE,85,Summer,I
Harris's Hawk,HASH,Big Bend National Park,BIBE,26,Summer,I
Harris's Hawk,HASH,Big Bend National Park,BIBE,85,Summer,I
Hepatic Tanager,HETA,Big Bend National Park,BIBE,26,Summer,I
Hepatic Tanager,HETA,Big Bend National Park,BIBE,85,Summer,I
House Finch,HOFI,Big Bend National Park,BIBE,26,Summer,S
House Finch,HOFI,Big Bend National Park,BIBE,85,Summer,W
Hooded Oriole,HOOR,Big Bend National Park,BIBE,26,Summer,I
Hooded Oriole,HOOR,Big Bend National Park,BIBE,85,Summer,S
Inca Dove,INDO,Big Bend National Park,BIBE,26,Summer,I
Inca Dove,INDO,Big Bend National Park,BIBE,85,Summer,I
Killdeer,KILL,Big Bend National Park,BIBE,85,Summer,I
Lark Sparrow,LASP,Big Bend National Park,BIBE,26,Summer,W
Lark Sparrow,LASP,Big Bend National Park,BIBE,85,Summer,W
Long-billed Thrasher,LBTH,Big Bend National Park,BIBE,26,Summer,I
Long-billed Thrasher,LBTH,Big Bend National Park,BIBE,85,Summer,I
Ladder-backed Woodpecker,LBWO,Big Bend National Park,BIBE,26,Summer,I
Ladder-backed Woodpecker,LBWO,Big Bend National Park,BIBE,85,Summer,S
Le Conte's Thrasher,LCTH,Big Bend National Park,BIBE,26,Summer,C
Le Conte's Thrasher,LCTH,Big Bend National Park,BIBE,85,Summer,C
Lesser Goldfinch,LEGO,Big Bend National Park,BIBE,26,Summer,S
Lesser Goldfinch,LEGO,Big Bend National Park,BIBE,85,Summer,S
Lesser Nighthawk,LENI,Big Bend National Park,BIBE,26,Summer,I
Lesser Nighthawk,LENI,Big Bend National Park,BIBE,85,Summer,I
Loggerhead Shrike,LOSH,Big Bend National Park,BIBE,26,Summer,S
Loggerhead Shrike,LOSH,Big Bend National Park,BIBE,85,Summer,I
Mississippi Kite,MIKI,Big Bend National Park,BIBE,26,Summer,W
Mississippi Kite,MIKI,Big Bend National Park,BIBE,85,Summer,E
Mourning Dove,MODO,Big Bend National Park,BIBE,26,Summer,S
Mourning Dove,MODO,Big Bend National Park,BIBE,85,Summer,W
Northern Beardless-Tyrannulet,NOBT,Big Bend National Park,BIBE,26,Summer,C
Northern Beardless-Tyrannulet,NOBT,Big Bend National Park,BIBE,85,Summer,C
Northern Cardinal,NOCA,Big Bend National Park,BIBE,26,Summer,I
Northern Cardinal,NOCA,Big Bend National Park,BIBE,85,Summer,S
Northern Mockingbird,NOMO,Big Bend National Park,BIBE,26,Summer,S
Northern Mockingbird,NOMO,Big Bend National Park,BIBE,85,Summer,W
Northern Rough-winged Swallow,NRWS,Big Bend National Park,BIBE,26,Summer,I
Northern Rough-winged Swallow,NRWS,Big Bend National Park,BIBE,85,Summer,I
Northern Shoveler,NSHO,Big Bend National Park,BIBE,26,Summer,E
Northern Shoveler,NSHO,Big Bend National Park,BIBE,85,Summer,E
Orchard Oriole,OROR,Big Bend National Park,BIBE,26,Summer,E
Orchard Oriole,OROR,Big Bend National Park,BIBE,85,Summer,E
Painted Bunting,PABU,Big Bend National Park,BIBE,26,Summer,W
Painted Bunting,PABU,Big Bend National Park,BIBE,85,Summer,W
Phainopepla,PHAI,Big Bend National Park,BIBE,26,Summer,I
Phainopepla,PHAI,Big Bend National Park,BIBE,85,Summer,S
Purple Martin,PUMA,Big Bend National Park,BIBE,26,Summer,S
Purple Martin,PUMA,Big Bend National Park,BIBE,85,Summer,S
Pyrrhuloxia,PYRR,Big Bend National Park,BIBE,26,Summer,S
Pyrrhuloxia,PYRR,Big Bend National Park,BIBE,85,Summer,W
Redhead,REDH,Big Bend National Park,BIBE,26,Summer,W
Redhead,REDH,Big Bend National Park,BIBE,85,Summer,S
Red-faced Warbler,RFWA,Big Bend National Park,BIBE,26,Summer,I
Red-faced Warbler,RFWA,Big Bend National Park,BIBE,85,Summer,I
Rock Wren,ROWR,Big Bend National Park,BIBE,26,Summer,S
Rock Wren,ROWR,Big Bend National Park,BIBE,85,Summer,S
Red-tailed Hawk,RTHA,Big Bend National Park,BIBE,26,Summer,I
Red-tailed Hawk,RTHA,Big Bend National Park,BIBE,85,Summer,S
Ruddy Duck,RUDU,Big Bend National Park,BIBE,26,Summer,I
Ruddy Duck,RUDU,Big Bend National Park,BIBE,85,Summer,I
Red-winged Blackbird,RWBL,Big Bend National Park,BIBE,85,Summer,I
Say's Phoebe,SAPH,Big Bend National Park,BIBE,26,Summer,W
Say's Phoebe,SAPH,Big Bend National Park,BIBE,85,Summer,W
Scott's Oriole,SCOR,Big Bend National Park,BIBE,26,Summer,W
Scott's Oriole,SCOR,Big Bend National Park,BIBE,85,Summer,W
Scaled Quail,SCQU,Big Bend National Park,BIBE,26,Summer,W
Scaled Quail,SCQU,Big Bend National Park,BIBE,85,Summer,W
Scissor-tailed Flycatcher,STFL,Big Bend National Park,BIBE,26,Summer,W
Scissor-tailed Flycatcher,STFL,Big Bend National Park,BIBE,85,Summer,W
Swallow-tailed Kite,STKI,Big Bend National Park,BIBE,26,Summer,I
Swallow-tailed Kite,STKI,Big Bend National Park,BIBE,85,Summer,I
Summer Tanager,SUTA,Big Bend National Park,BIBE,26,Summer,W
Summer Tanager,SUTA,Big Bend National Park,BIBE,85,Summer,W
Swainson's Hawk,SWHA,Big Bend National Park,BIBE,26,Summer,S
Swainson's Hawk,SWHA,Big Bend National Park,BIBE,85,Summer,S
Tricolored Blackbird,TRBL,Big Bend National Park,BIBE,26,Summer,C
Tricolored Blackbird,TRBL,Big Bend National Park,BIBE,85,Summer,C
Tricolored Heron,TRHE,Big Bend National Park,BIBE,26,Summer,S
Tricolored Heron,TRHE,Big Bend National Park,BIBE,85,Summer,S
Vermilion Flycatcher,VEFL,Big Bend National Park,BIBE,26,Summer,S
Vermilion Flycatcher,VEFL,Big Bend National Park,BIBE,85,Summer,W
Verdin,VERD,Big Bend National Park,BIBE,26,Summer,I
Verdin,VERD,Big Bend National Park,BIBE,85,Summer,I
Western Kingbird,WEKI,Big Bend National Park,BIBE,26,Summer,I
Western Kingbird,WEKI,Big Bend National Park,BIBE,85,Summer,I
Western Meadowlark,WEME,Big Bend National Park,BIBE,85,Summer,I
White-tipped Dove,WTDO,Big Bend National Park,BIBE,26,Summer,I
White-tipped Dove,WTDO,Big Bend National Park,BIBE,85,Summer,S
White-tailed Kite,WTKI,Big Bend National Park,BIBE,26,Summer,S
White-tailed Kite,WTKI,Big Bend National Park,BIBE,85,Summer,I
White-winged Dove,WWDO,Big Bend National Park,BIBE,26,Summer,I
White-winged Dove,WWDO,Big Bend National Park,BIBE,85,Summer,I
Yellow-breasted Chat,YBCH,Big Bend National Park,BIBE,26,Summer,I
Yellow-breasted Chat,YBCH,Big Bend National Park,BIBE,85,Summer,S
Yellow-billed Cuckoo,YBCU,Big Bend National Park,BIBE,26,Summer,E
Yellow-billed Cuckoo,YBCU,Big Bend National Park,BIBE,85,Summer,E
Yellow-crowned Night-Heron,YCNH,Big Bend National Park,BIBE,26,Summer,W
Yellow-crowned Night-Heron,YCNH,Big Bend National Park,BIBE,85,Summer,W
Yellow-headed Blackbird,YHBL,Big Bend National Park,BIBE,85,Summer,I
American Pipit,AMPI,Biscayne National Park,BISC,26,Summer,E
American Pipit,AMPI,Biscayne National Park,BISC,85,Summer,E
Anhinga,ANHI,Biscayne National Park,BISC,26,Summer,S
Anhinga,ANHI,Biscayne National Park,BISC,85,Summer,S
Anna's Hummingbird,ANHU,Biscayne National Park,BISC,26,Summer,C
Anna's Hummingbird,ANHU,Biscayne National Park,BISC,85,Summer,C
Brown-headed Nuthatch,BHNU,Biscayne National Park,BISC,26,Summer,C
Brown-headed Nuthatch,BHNU,Biscayne National Park,BISC,85,Summer,C
Black Vulture,BLVU,Biscayne National Park,BISC,26,Summer,W
Black Vulture,BLVU,Biscayne National Park,BISC,85,Summer,W
Brown Pelican,BRPE,Biscayne National Park,BISC,26,Summer,W
Brown Pelican,BRPE,Biscayne National Park,BISC,85,Summer,S
Boat-tailed Grackle,BTGR,Biscayne National Park,BISC,26,Summer,W
Boat-tailed Grackle,BTGR,Biscayne National Park,BISC,85,Summer,W
Burrowing Owl,BUOW,Biscayne National Park,BISC,85,Summer,I
Black-whiskered Vireo,BWVI,Biscayne National Park,BISC,26,Summer,W
Black-whiskered Vireo,BWVI,Biscayne National Park,BISC,85,Summer,S
Cattle Egret,CAEG,Biscayne National Park,BISC,26,Summer,W
Cattle Egret,CAEG,Biscayne National Park,BISC,85,Summer,W
Carolina Wren,CARW,Biscayne National Park,BISC,26,Summer,W
Carolina Wren,CARW,Biscayne National Park,BISC,85,Summer,W
Cassin's Sparrow,CASP,Biscayne National Park,BISC,85,Summer,C
Cave Swallow,CASW,Biscayne National Park,BISC,85,Summer,I
Curve-billed Thrasher,CBTH,Biscayne National Park,BISC,26,Summer,C
Curve-billed Thrasher,CBTH,Biscayne National Park,BISC,85,Summer,C
Common Ground-Dove,COGD,Biscayne National Park,BISC,26,Summer,I
Common Ground-Dove,COGD,Biscayne National Park,BISC,85,Summer,I
Common Grackle,COGR,Biscayne National Park,BISC,26,Summer,S
Common Grackle,COGR,Biscayne National Park,BISC,85,Summer,S
Costa's Hummingbird,COHU,Biscayne National Park,BISC,26,Summer,C
Costa's Hummingbird,COHU,Biscayne National Park,BISC,85,Summer,C
Common Nighthawk,CONI,Biscayne National Park,BISC,26,Summer,W
Common Nighthawk,CONI,Biscayne National Park,BISC,85,Summer,W
Chuck-will's-widow,CWWI,Biscayne National Park,BISC,26,Summer,S
Chuck-will's-widow,CWWI,Biscayne National Park,BISC,85,Summer,W
Eastern Meadowlark,EAME,Biscayne National Park,BISC,85,Summer,I
Fish Crow,FICR,Biscayne National Park,BISC,26,Summer,I
Fish Crow,FICR,Biscayne National Park,BISC,85,Summer,S
Fulvous Whistling-Duck,FUWD,Biscayne National Park,BISC,26,Summer,I
Fulvous Whistling-Duck,FUWD,Biscayne National Park,BISC,85,Summer,I
Great Blue Heron,GBHE,Biscayne National Park,BISC,26,Summer,I
Great Blue Heron,GBHE,Biscayne National Park,BISC,85,Summer,I
